證券代碼,年月日,本益比-TSE
1702 南僑,2014/07/09,18.27
1737 臺鹽,2014/07/09,34.25
910322 康師傅-DR,2014/07/09,0
911616 杜康-DR,2014/07/09,0
1201 味全,2014/07/08,28.18
1203 味王,2014/07/08,20.89
1210 大成,2014/07/08,9.66
1213 大飲,2014/07/08,112.05
1215 卜蜂,2014/07/08,11.03
1216 統一,2014/07/08,21.86
1217 愛之味,2014/07/08,0
1218 泰山,2014/07/08,0
1219 福壽,2014/07/08,52.42
1220 台榮,2014/07/08,32.97
1225 福懋油,2014/07/08,54.03
1227 佳格,2014/07/08,31.97
1229 聯華,2014/07/08,10.07
1231 聯華食,2014/07/08,22.27
1232 大統益,2014/07/08,15.99
1233 天仁,2014/07/08,19.26
1234 黑松,2014/07/08,49.26
1235 興泰,2014/07/08,158.87
1236 宏亞,2014/07/08,29.27
1256 鮮活果汁-KY,2014/07/08,21.88
1702 南僑,2014/07/08,18.21
1737 臺鹽,2014/07/08,34.44
910322 康師傅-DR,2014/07/08,0
911616 杜康-DR,2014/07/08,0
1201 味全,2014/07/07,28.12
1203 味王,2014/07/07,20.27
1210 大成,2014/07/07,9.7
1213 大飲,2014/07/07,113.41
1215 卜蜂,2014/07/07,10.97
1216 統一,2014/07/07,21.71
1217 愛之味,2014/07/07,0
1218 泰山,2014/07/07,0
1219 福壽,2014/07/07,51.21
1220 台榮,2014/07/07,33.13
1225 福懋油,2014/07/07,53.89
1227 佳格,2014/07/07,31.81
1229 聯華,2014/07/07,10.07
1231 聯華食,2014/07/07,22.58
1232 大統益,2014/07/07,15.99
1233 天仁,2014/07/07,19.19
1234 黑松,2014/07/07,49.12
1235 興泰,2014/07/07,160.97
1236 宏亞,2014/07/07,29.55
1256 鮮活果汁-KY,2014/07/07,32.35
1702 南僑,2014/07/07,18.43
1737 臺鹽,2014/07/07,34.75
910322 康師傅-DR,2014/07/07,0
911616 杜康-DR,2014/07/07,0
1201 味全,2014/07/04,28.06
1203 味王,2014/07/04,19.82
1210 大成,2014/07/04,9.63
1213 大飲,2014/07/04,111.59
1215 卜蜂,2014/07/04,11.09
1216 統一,2014/07/04,21.63
1217 愛之味,2014/07/04,0
1218 泰山,2014/07/04,0
1219 福壽,2014/07/04,47.88
1220 台榮,2014/07/04,32.5
1225 福懋油,2014/07/04,50.42
1227 佳格,2014/07/04,31.85
1229 聯華,2014/07/04,10.07
1231 聯華食,2014/07/04,21.39
1232 大統益,2014/07/04,16.07
1233 天仁,2014/07/04,19.19
1234 黑松,2014/07/04,49.12
1235 興泰,2014/07/04,154.19
1236 宏亞,2014/07/04,29.33
1256 鮮活果汁-KY,2014/07/04,32.43
1702 南僑,2014/07/04,18.64
1737 臺鹽,2014/07/04,35
910322 康師傅-DR,2014/07/04,0
911616 杜康-DR,2014/07/04,0
1201 味全,2014/07/03,27.3
1203 味王,2014/07/03,19.82
1210 大成,2014/07/03,9.73
1213 大飲,2014/07/03,113.18
1215 卜蜂,2014/07/03,11.29
1216 統一,2014/07/03,21.32
1217 愛之味,2014/07/03,0
1218 泰山,2014/07/03,0
1219 福壽,2014/07/03,48.03
1220 台榮,2014/07/03,32.5
1225 福懋油,2014/07/03,49.44
1227 佳格,2014/07/03,32.12
1229 聯華,2014/07/03,10.1
1231 聯華食,2014/07/03,21.08
1232 大統益,2014/07/03,16.09
1233 天仁,2014/07/03,19.19
1234 黑松,2014/07/03,49.19
1235 興泰,2014/07/03,157.1
1236 宏亞,2014/07/03,29.44
1256 鮮活果汁-KY,2014/07/03,31.73
1702 南僑,2014/07/03,18.35
1737 臺鹽,2014/07/03,34.81
910322 康師傅-DR,2014/07/03,0
911616 杜康-DR,2014/07/03,0
1201 味全,2014/07/02,27.15
1203 味王,2014/07/02,19.78
1210 大成,2014/07/02,9.81
1213 大飲,2014/07/02,115.45
1215 卜蜂,2014/07/02,11.05
1216 統一,2014/07/02,21.05
1217 愛之味,2014/07/02,0
1218 泰山,2014/07/02,0
1219 福壽,2014/07/02,48.03
1220 台榮,2014/07/02,32.5
1225 福懋油,2014/07/02,49.44
1227 佳格,2014/07/02,32.08
1229 聯華,2014/07/02,10.12
1231 聯華食,2014/07/02,21.06
1232 大統益,2014/07/02,16.19
1233 天仁,2014/07/02,19.23
1234 黑松,2014/07/02,48.97
1235 興泰,2014/07/02,150.97
1236 宏亞,2014/07/02,29.55
1256 鮮活果汁-KY,2014/07/02,31.73
1702 南僑,2014/07/02,18.32
1737 臺鹽,2014/07/02,34.63
910322 康師傅-DR,2014/07/02,0
911616 杜康-DR,2014/07/02,0
1201 味全,2014/07/01,27.18
1203 味王,2014/07/01,19.82
1210 大成,2014/07/01,9.97
1213 大飲,2014/07/01,109.32
1215 卜蜂,2014/07/01,11.23
1216 統一,2014/07/01,20.7
1217 愛之味,2014/07/01,0
1218 泰山,2014/07/01,0
1219 福壽,2014/07/01,48.18
1220 台榮,2014/07/01,32.5
1225 福懋油,2014/07/01,48.89
1227 佳格,2014/07/01,31.89
1229 聯華,2014/07/01,10.27
1231 聯華食,2014/07/01,21.31
1232 大統益,2014/07/01,16.74
1233 天仁,2014/07/01,19.15
1234 黑松,2014/07/01,49.34
1235 興泰,2014/07/01,150.16
1236 宏亞,2014/07/01,29.55
1256 鮮活果汁-KY,2014/07/01,32.85
1702 南僑,2014/07/01,18.24
1737 臺鹽,2014/07/01,34.81
910322 康師傅-DR,2014/07/01,0
911616 杜康-DR,2014/07/01,0
1201 味全,2014/06/30,27.33
1203 味王,2014/06/30,19.91
1210 大成,2014/06/30,9.99
1213 大飲,2014/06/30,106.82
1215 卜蜂,2014/06/30,11.49
1216 統一,2014/06/30,20.78
1217 愛之味,2014/06/30,0
1218 泰山,2014/06/30,0
1219 福壽,2014/06/30,48.03
1220 台榮,2014/06/30,32.66
1225 福懋油,2014/06/30,47.5
1227 佳格,2014/06/30,32.05
1229 聯華,2014/06/30,10.14
1231 聯華食,2014/06/30,21.39
1232 大統益,2014/06/30,16.7
1233 天仁,2014/06/30,19.11
1234 黑松,2014/06/30,49.41
1235 興泰,2014/06/30,142.9
1236 宏亞,2014/06/30,29.55
1256 鮮活果汁-KY,2014/06/30,31.03
1702 南僑,2014/06/30,18.64
1737 臺鹽,2014/06/30,35.06
910322 康師傅-DR,2014/06/30,0
911616 杜康-DR,2014/06/30,0
1201 味全,2014/06/27,27.27
1203 味王,2014/06/27,19.69
1210 大成,2014/06/27,9.89
1213 大飲,2014/06/27,100
1215 卜蜂,2014/06/27,11.61
1216 統一,2014/06/27,20.74
1217 愛之味,2014/06/27,0
1218 泰山,2014/06/27,0
1219 福壽,2014/06/27,45
1220 台榮,2014/06/27,32.34
1225 福懋油,2014/06/27,44.44
1227 佳格,2014/06/27,31.54
1229 聯華,2014/06/27,10.14
1231 聯華食,2014/06/27,21.13
1232 大統益,2014/06/27,16.7
1233 天仁,2014/06/27,19.11
1234 黑松,2014/06/27,49.12
1235 興泰,2014/06/27,147.74
1236 宏亞,2014/06/27,29.61
1256 鮮活果汁-KY,2014/06/27,30.95
1702 南僑,2014/06/27,18.29
1737 臺鹽,2014/06/27,34.75
910322 康師傅-DR,2014/06/27,0
911616 杜康-DR,2014/06/27,0
1201 味全,2014/06/26,27.33
1203 味王,2014/06/26,19.55
1210 大成,2014/06/26,9.97
1213 大飲,2014/06/26,96.82
1215 卜蜂,2014/06/26,11.37
1216 統一,2014/06/26,20.78
1217 愛之味,2014/06/26,0
1218 泰山,2014/06/26,0
1219 福壽,2014/06/26,47.27
1220 台榮,2014/06/26,32.34
1225 福懋油,2014/06/26,44.17
1227 佳格,2014/06/26,31.58
1229 聯華,2014/06/26,10.14
1231 聯華食,2014/06/26,21.16
1232 大統益,2014/06/26,16.64
1233 天仁,2014/06/26,19.19
1234 黑松,2014/06/26,49.41
1235 興泰,2014/06/26,141.61
1236 宏亞,2014/06/26,29.55
1256 鮮活果汁-KY,2014/06/26,31.03
1702 南僑,2014/06/26,18.64
1737 臺鹽,2014/06/26,35
910322 康師傅-DR,2014/06/26,0
911616 杜康-DR,2014/06/26,0
1201 味全,2014/06/25,27.27
1203 味王,2014/06/25,19.6
1210 大成,2014/06/25,9.71
1213 大飲,2014/06/25,96.36
1215 卜蜂,2014/06/25,10.63
1216 統一,2014/06/25,20.66
1217 愛之味,2014/06/25,0
1218 泰山,2014/06/25,0
1219 福壽,2014/06/25,47.12
1220 台榮,2014/06/25,32.34
1225 福懋油,2014/06/25,43.19
1227 佳格,2014/06/25,31.51
1229 聯華,2014/06/25,10.07
1231 聯華食,2014/06/25,21.03
1232 大統益,2014/06/25,16.35
1233 天仁,2014/06/25,19.45
1234 黑松,2014/06/25,49.34
1235 興泰,2014/06/25,132.42
1236 宏亞,2014/06/25,29.33
1256 鮮活果汁-KY,2014/06/25,29.17
1702 南僑,2014/06/25,18.24
1737 臺鹽,2014/06/25,34.5
910322 康師傅-DR,2014/06/25,0
911616 杜康-DR,2014/06/25,0
1201 味全,2014/06/24,27.36
1203 味王,2014/06/24,19.6
1210 大成,2014/06/24,9.64
1213 大飲,2014/06/24,96.82
1215 卜蜂,2014/06/24,10.71
1216 統一,2014/06/24,20.5
1217 愛之味,2014/06/24,0
1218 泰山,2014/06/24,0
1219 福壽,2014/06/24,47.27
1220 台榮,2014/06/24,32.34
1225 福懋油,2014/06/24,43.06
1227 佳格,2014/06/24,31.62
1229 聯華,2014/06/24,10.07
1231 聯華食,2014/06/24,20.95
1232 大統益,2014/06/24,16.62
1233 天仁,2014/06/24,19.37
1234 黑松,2014/06/24,48.31
1235 興泰,2014/06/24,136.13
1236 宏亞,2014/06/24,29.33
1256 鮮活果汁-KY,2014/06/24,29.09
1702 南僑,2014/06/24,17.53
1737 臺鹽,2014/06/24,35.13
910322 康師傅-DR,2014/06/24,0
911616 杜康-DR,2014/06/24,0
1201 味全,2014/06/23,27.09
1203 味王,2014/06/23,19.69
1210 大成,2014/06/23,9.62
1213 大飲,2014/06/23,97.95
1215 卜蜂,2014/06/23,10.58
1216 統一,2014/06/23,20.47
1217 愛之味,2014/06/23,0
1218 泰山,2014/06/23,0
1219 福壽,2014/06/23,47.27
1220 台榮,2014/06/23,32.03
1225 福懋油,2014/06/23,43.06
1227 佳格,2014/06/23,31.78
1229 聯華,2014/06/23,10.07
1231 聯華食,2014/06/23,20.95
1232 大統益,2014/06/23,16.7
1233 天仁,2014/06/23,19.67
1234 黑松,2014/06/23,48.24
1235 興泰,2014/06/23,140.97
1236 宏亞,2014/06/23,29.33
1256 鮮活果汁-KY,2014/06/23,29.09
1702 南僑,2014/06/23,17.4
1737 臺鹽,2014/06/23,35.5
910322 康師傅-DR,2014/06/23,0
911616 杜康-DR,2014/06/23,0
1201 味全,2014/06/20,27.3
1203 味王,2014/06/20,19.82
1210 大成,2014/06/20,9.68
1213 大飲,2014/06/20,97.73
1215 卜蜂,2014/06/20,10.48
1216 統一,2014/06/20,20.54
1217 愛之味,2014/06/20,0
1218 泰山,2014/06/20,0
1219 福壽,2014/06/20,46.67
1220 台榮,2014/06/20,31.88
1225 福懋油,2014/06/20,42.08
1227 佳格,2014/06/20,31.89
1229 聯華,2014/06/20,10.24
1231 聯華食,2014/06/20,21.24
1232 大統益,2014/06/20,16.68
1233 天仁,2014/06/20,19.82
1234 黑松,2014/06/20,48.16
1235 興泰,2014/06/20,144.84
1236 宏亞,2014/06/20,29.44
1256 鮮活果汁-KY,2014/06/20,27.66
1702 南僑,2014/06/20,17.48
1737 臺鹽,2014/06/20,34.25
910322 康師傅-DR,2014/06/20,0
911616 杜康-DR,2014/06/20,0
1201 味全,2014/06/19,27.33
1203 味王,2014/06/19,19.91
1210 大成,2014/06/19,9.66
1213 大飲,2014/06/19,96.14
1215 卜蜂,2014/06/19,10.22
1216 統一,2014/06/19,20.62
1217 愛之味,2014/06/19,0
1218 泰山,2014/06/19,0
1219 福壽,2014/06/19,47.12
1220 台榮,2014/06/19,31.88
1225 福懋油,2014/06/19,41.25
1227 佳格,2014/06/19,31.62
1229 聯華,2014/06/19,10.19
1231 聯華食,2014/06/19,21.29
1232 大統益,2014/06/19,16.8
1233 天仁,2014/06/19,18.63
1234 黑松,2014/06/19,48.16
1235 興泰,2014/06/19,138.06
1236 宏亞,2014/06/19,29.61
1256 鮮活果汁-KY,2014/06/19,26.76
1702 南僑,2014/06/19,17.75
1737 臺鹽,2014/06/19,34.44
910322 康師傅-DR,2014/06/19,0
911616 杜康-DR,2014/06/19,0
1201 味全,2014/06/18,27.64
1203 味王,2014/06/18,20
1210 大成,2014/06/18,9.66
1213 大飲,2014/06/18,96.82
1215 卜蜂,2014/06/18,10.4
1216 統一,2014/06/18,20.54
1217 愛之味,2014/06/18,0
1218 泰山,2014/06/18,0
1219 福壽,2014/06/18,47.73
1220 台榮,2014/06/18,31.88
1225 福懋油,2014/06/18,41.67
1227 佳格,2014/06/18,31.78
1229 聯華,2014/06/18,10.27
1231 聯華食,2014/06/18,20.93
1232 大統益,2014/06/18,16.29
1233 天仁,2014/06/18,18.78
1234 黑松,2014/06/18,47.79
1235 興泰,2014/06/18,133.87
1236 宏亞,2014/06/18,29.55
1256 鮮活果汁-KY,2014/06/18,26.69
1702 南僑,2014/06/18,16.61
1737 臺鹽,2014/06/18,34.63
910322 康師傅-DR,2014/06/18,0
911616 杜康-DR,2014/06/18,0
1201 味全,2014/06/17,27.33
1203 味王,2014/06/17,19.69
1210 大成,2014/06/17,9.68
1213 大飲,2014/06/17,96.59
1215 卜蜂,2014/06/17,10.26
1216 統一,2014/06/17,20.47
1217 愛之味,2014/06/17,0
1218 泰山,2014/06/17,0
1219 福壽,2014/06/17,45.76
1220 台榮,2014/06/17,31.72
1225 福懋油,2014/06/17,39.86
1227 佳格,2014/06/17,31.62
1229 聯華,2014/06/17,10.22
1231 聯華食,2014/06/17,20.75
1232 大統益,2014/06/17,16.19
1233 天仁,2014/06/17,18.67
1234 黑松,2014/06/17,47.28
1235 興泰,2014/06/17,129.52
1236 宏亞,2014/06/17,29.44
1256 鮮活果汁-KY,2014/06/17,27.15
1702 南僑,2014/06/17,16.53
1737 臺鹽,2014/06/17,34.5
910322 康師傅-DR,2014/06/17,0
911616 杜康-DR,2014/06/17,0
1201 味全,2014/06/16,27.45
1203 味王,2014/06/16,19.69
1210 大成,2014/06/16,9.75
1213 大飲,2014/06/16,97.05
1215 卜蜂,2014/06/16,10.28
1216 統一,2014/06/16,20.5
1217 愛之味,2014/06/16,0
1218 泰山,2014/06/16,0
1219 福壽,2014/06/16,45.76
1220 台榮,2014/06/16,31.41
1225 福懋油,2014/06/16,39.17
1227 佳格,2014/06/16,31.51
1229 聯華,2014/06/16,10.24
1231 聯華食,2014/06/16,20.77
1232 大統益,2014/06/16,16.15
1233 天仁,2014/06/16,18.78
1234 黑松,2014/06/16,47.43
1235 興泰,2014/06/16,121.13
1236 宏亞,2014/06/16,29.44
1256 鮮活果汁-KY,2014/06/16,27.15
1702 南僑,2014/06/16,16.4
1737 臺鹽,2014/06/16,34.88
910322 康師傅-DR,2014/06/16,0
911616 杜康-DR,2014/06/16,0
1201 味全,2014/06/13,27.33
1203 味王,2014/06/13,19.69
1210 大成,2014/06/13,9.71
1213 大飲,2014/06/13,96.14
1215 卜蜂,2014/06/13,10.46
1216 統一,2014/06/13,20.62
1217 愛之味,2014/06/13,0
1218 泰山,2014/06/13,0
1219 福壽,2014/06/13,45.76
1220 台榮,2014/06/13,31.56
1225 福懋油,2014/06/13,39.03
1227 佳格,2014/06/13,31.62
1229 聯華,2014/06/13,10.27
1231 聯華食,2014/06/13,20.82
1232 大統益,2014/06/13,16.21
1233 天仁,2014/06/13,18.6
1234 黑松,2014/06/13,47.57
1235 興泰,2014/06/13,125.48
1236 宏亞,2014/06/13,28.88
1256 鮮活果汁-KY,2014/06/13,27.39
1702 南僑,2014/06/13,16.34
1737 臺鹽,2014/06/13,34.5
910322 康師傅-DR,2014/06/13,0
911616 杜康-DR,2014/06/13,0
1201 味全,2014/06/12,27.42
1203 味王,2014/06/12,19.78
1210 大成,2014/06/12,9.84
1213 大飲,2014/06/12,97.73
1215 卜蜂,2014/06/12,10.38
1216 統一,2014/06/12,20.66
1217 愛之味,2014/06/12,0
1218 泰山,2014/06/12,0
1219 福壽,2014/06/12,45.61
1220 台榮,2014/06/12,31.41
1225 福懋油,2014/06/12,38.89
1227 佳格,2014/06/12,31.85
1229 聯華,2014/06/12,10.27
1231 聯華食,2014/06/12,20.64
1232 大統益,2014/06/12,16.23
1233 天仁,2014/06/12,18.45
1234 黑松,2014/06/12,47.28
1235 興泰,2014/06/12,119.19
1236 宏亞,2014/06/12,28.76
1256 鮮活果汁-KY,2014/06/12,27.46
1702 南僑,2014/06/12,16.48
1737 臺鹽,2014/06/12,34.63
910322 康師傅-DR,2014/06/12,0
911616 杜康-DR,2014/06/12,0
1201 味全,2014/06/11,27.18
1203 味王,2014/06/11,19.6
1210 大成,2014/06/11,9.88
1213 大飲,2014/06/11,97.73
1215 卜蜂,2014/06/11,10.48
1216 統一,2014/06/11,20.54
1217 愛之味,2014/06/11,0
1218 泰山,2014/06/11,0
1219 福壽,2014/06/11,45.45
1220 台榮,2014/06/11,31.56
1225 福懋油,2014/06/11,39.03
1227 佳格,2014/06/11,31.7
1229 聯華,2014/06/11,10.31
1231 聯華食,2014/06/11,20.64
1232 大統益,2014/06/11,16.17
1233 天仁,2014/06/11,18.49
1234 黑松,2014/06/11,47.21
1235 興泰,2014/06/11,111.45
1236 宏亞,2014/06/11,28.65
1256 鮮活果汁-KY,2014/06/11,28.01
1702 南僑,2014/06/11,16.48
1737 臺鹽,2014/06/11,34.5
910322 康師傅-DR,2014/06/11,0
911616 杜康-DR,2014/06/11,0
1201 味全,2014/06/10,26.79
1203 味王,2014/06/10,19.6
1210 大成,2014/06/10,9.75
1213 大飲,2014/06/10,98.64
1215 卜蜂,2014/06/10,10.14
1216 統一,2014/06/10,20.5
1217 愛之味,2014/06/10,0
1218 泰山,2014/06/10,0
1219 福壽,2014/06/10,45.61
1220 台榮,2014/06/10,31.56
1225 福懋油,2014/06/10,39.17
1227 佳格,2014/06/10,31.85
1229 聯華,2014/06/10,10.27
1231 聯華食,2014/06/10,20.64
1232 大統益,2014/06/10,16.29
1233 天仁,2014/06/10,18.45
1234 黑松,2014/06/10,46.84
1235 興泰,2014/06/10,113.39
1236 宏亞,2014/06/10,28.65
1256 鮮活果汁-KY,2014/06/10,28.39
1702 南僑,2014/06/10,16.12
1737 臺鹽,2014/06/10,34.13
910322 康師傅-DR,2014/06/10,0
911616 杜康-DR,2014/06/10,0
1201 味全,2014/06/09,26.85
1203 味王,2014/06/09,19.69
1210 大成,2014/06/09,9.66
1213 大飲,2014/06/09,98.86
1215 卜蜂,2014/06/09,10.04
1216 統一,2014/06/09,20.47
1217 愛之味,2014/06/09,0
1218 泰山,2014/06/09,0
1219 福壽,2014/06/09,45.91
1220 台榮,2014/06/09,31.72
1225 福懋油,2014/06/09,39.58
1227 佳格,2014/06/09,31.62
1229 聯華,2014/06/09,10.34
1231 聯華食,2014/06/09,20.88
1232 大統益,2014/06/09,16.27
1233 天仁,2014/06/09,18.32
1234 黑松,2014/06/09,47.06
1235 興泰,2014/06/09,115.97
1236 宏亞,2014/06/09,28.54
1256 鮮活果汁-KY,2014/06/09,27.5
1702 南僑,2014/06/09,16.12
1737 臺鹽,2014/06/09,33.44
910322 康師傅-DR,2014/06/09,0
911616 杜康-DR,2014/06/09,0
1201 味全,2014/06/06,27.21
1203 味王,2014/06/06,19.6
1210 大成,2014/06/06,9.67
1213 大飲,2014/06/06,99.32
1215 卜蜂,2014/06/06,10.04
1216 統一,2014/06/06,20.27
1217 愛之味,2014/06/06,0
1218 泰山,2014/06/06,0
1219 福壽,2014/06/06,46.06
1220 台榮,2014/06/06,31.72
1225 福懋油,2014/06/06,39.03
1227 佳格,2014/06/06,31.78
1229 聯華,2014/06/06,10.39
1231 聯華食,2014/06/06,20.82
1232 大統益,2014/06/06,16.25
1233 天仁,2014/06/06,18.28
1234 黑松,2014/06/06,47.43
1235 興泰,2014/06/06,114.19
1236 宏亞,2014/06/06,28.54
1256 鮮活果汁-KY,2014/06/06,27.46
1702 南僑,2014/06/06,15.99
1737 臺鹽,2014/06/06,33.38
910322 康師傅-DR,2014/06/06,0
911616 杜康-DR,2014/06/06,0
1201 味全,2014/06/05,27.64
1203 味王,2014/06/05,19.73
1210 大成,2014/06/05,9.63
1213 大飲,2014/06/05,98.18
1215 卜蜂,2014/06/05,10.08
1216 統一,2014/06/05,20.23
1217 愛之味,2014/06/05,0
1218 泰山,2014/06/05,0
1219 福壽,2014/06/05,46.06
1220 台榮,2014/06/05,31.41
1225 福懋油,2014/06/05,37.78
1227 佳格,2014/06/05,31.93
1229 聯華,2014/06/05,10.05
1231 聯華食,2014/06/05,20.7
1232 大統益,2014/06/05,16.27
1233 天仁,2014/06/05,18.36
1234 黑松,2014/06/05,47.35
1235 興泰,2014/06/05,109.84
1236 宏亞,2014/06/05,28.76
1256 鮮活果汁-KY,2014/06/05,28.55
1702 南僑,2014/06/05,16.15
1737 臺鹽,2014/06/05,33
910322 康師傅-DR,2014/06/05,0
911616 杜康-DR,2014/06/05,0
1201 味全,2014/06/04,28.18
1203 味王,2014/06/04,19.51
1210 大成,2014/06/04,9.01
1213 大飲,2014/06/04,98.18
1215 卜蜂,2014/06/04,10.08
1216 統一,2014/06/04,20.19
1217 愛之味,2014/06/04,0
1218 泰山,2014/06/04,0
1219 福壽,2014/06/04,46.06
1220 台榮,2014/06/04,31.41
1225 福懋油,2014/06/04,37.08
1227 佳格,2014/06/04,32.05
1229 聯華,2014/06/04,9.98
1231 聯華食,2014/06/04,20.62
1232 大統益,2014/06/04,16.19
1233 天仁,2014/06/04,18.3
1234 黑松,2014/06/04,46.76
1235 興泰,2014/06/04,106.61
1236 宏亞,2014/06/04,28.71
1256 鮮活果汁-KY,2014/06/04,29.01
1702 南僑,2014/06/04,16.15
1737 臺鹽,2014/06/04,33.06
910322 康師傅-DR,2014/06/04,0
911616 杜康-DR,2014/06/04,0
1201 味全,2014/06/03,27.61
1203 味王,2014/06/03,19.69
1210 大成,2014/06/03,8.43
1213 大飲,2014/06/03,100
1215 卜蜂,2014/06/03,9.68
1216 統一,2014/06/03,20.54
1217 愛之味,2014/06/03,0
1218 泰山,2014/06/03,0
1219 福壽,2014/06/03,46.06
1220 台榮,2014/06/03,31.72
1225 福懋油,2014/06/03,37.08
1227 佳格,2014/06/03,32.05
1229 聯華,2014/06/03,9.95
1231 聯華食,2014/06/03,20.57
1232 大統益,2014/06/03,16.29
1233 天仁,2014/06/03,18.41
1234 黑松,2014/06/03,47.06
1235 興泰,2014/06/03,104.84
1236 宏亞,2014/06/03,29.04
1256 鮮活果汁-KY,2014/06/03,29.33
1702 南僑,2014/06/03,16.26
1737 臺鹽,2014/06/03,33.44
910322 康師傅-DR,2014/06/03,0
911616 杜康-DR,2014/06/03,0
1201 味全,2014/05/30,27.27
1203 味王,2014/05/30,19.55
1210 大成,2014/05/30,8.35
1213 大飲,2014/05/30,98.86
1215 卜蜂,2014/05/30,9.52
1216 統一,2014/05/30,20.35
1217 愛之味,2014/05/30,0
1218 泰山,2014/05/30,0
1219 福壽,2014/05/30,46.21
1220 台榮,2014/05/30,31.88
1225 福懋油,2014/05/30,37.22
1227 佳格,2014/05/30,31.89
1229 聯華,2014/05/30,10
1231 聯華食,2014/05/30,20.64
1232 大統益,2014/05/30,16.01
1233 天仁,2014/05/30,18.45
1234 黑松,2014/05/30,46.76
1235 興泰,2014/05/30,105.16
1236 宏亞,2014/05/30,29.21
1256 鮮活果汁-KY,2014/05/30,27.46
1702 南僑,2014/05/30,16.53
1737 臺鹽,2014/05/30,33
910322 康師傅-DR,2014/05/30,0
911616 杜康-DR,2014/05/30,0
1201 味全,2014/05/29,27.15
1203 味王,2014/05/29,20.49
1210 大成,2014/05/29,8.24
1213 大飲,2014/05/29,95
1215 卜蜂,2014/05/29,9.38
1216 統一,2014/05/29,20.66
1217 愛之味,2014/05/29,0
1218 泰山,2014/05/29,0
1219 福壽,2014/05/29,46.21
1220 台榮,2014/05/29,31.88
1225 福懋油,2014/05/29,37.22
1227 佳格,2014/05/29,32.16
1229 聯華,2014/05/29,9.98
1231 聯華食,2014/05/29,20.75
1232 大統益,2014/05/29,16.11
1233 天仁,2014/05/29,17.86
1234 黑松,2014/05/29,47.06
1235 興泰,2014/05/29,107.42
1236 宏亞,2014/05/29,28.88
1256 鮮活果汁-KY,2014/05/29,26.73
1702 南僑,2014/05/29,15.93
1737 臺鹽,2014/05/29,33.69
910322 康師傅-DR,2014/05/29,0
911616 杜康-DR,2014/05/29,0
1201 味全,2014/05/28,27.27
1203 味王,2014/05/28,20.54
1210 大成,2014/05/28,8.2
1213 大飲,2014/05/28,93.64
1215 卜蜂,2014/05/28,9.4
1216 統一,2014/05/28,20.54
1217 愛之味,2014/05/28,0
1218 泰山,2014/05/28,0
1219 福壽,2014/05/28,46.36
1220 台榮,2014/05/28,31.72
1225 福懋油,2014/05/28,37.22
1227 佳格,2014/05/28,32.39
1229 聯華,2014/05/28,10.02
1231 聯華食,2014/05/28,20.54
1232 大統益,2014/05/28,16.25
1233 天仁,2014/05/28,17.82
1234 黑松,2014/05/28,46.91
1235 興泰,2014/05/28,108.55
1236 宏亞,2014/05/28,28.71
1256 鮮活果汁-KY,2014/05/28,26.57
1702 南僑,2014/05/28,16.02
1737 臺鹽,2014/05/28,33.56
910322 康師傅-DR,2014/05/28,0
911616 杜康-DR,2014/05/28,0
1201 味全,2014/05/27,27.21
1203 味王,2014/05/27,20.71
1210 大成,2014/05/27,8.16
1213 大飲,2014/05/27,92.27
1215 卜蜂,2014/05/27,9.33
1216 統一,2014/05/27,20.47
1217 愛之味,2014/05/27,0
1218 泰山,2014/05/27,0
1219 福壽,2014/05/27,46.06
1220 台榮,2014/05/27,31.41
1225 福懋油,2014/05/27,37.22
1227 佳格,2014/05/27,32.39
1229 聯華,2014/05/27,10.02
1231 聯華食,2014/05/27,20.46
1232 大統益,2014/05/27,16.19
1233 天仁,2014/05/27,17.86
1234 黑松,2014/05/27,47.06
1235 興泰,2014/05/27,106.13
1236 宏亞,2014/05/27,28.93
1256 鮮活果汁-KY,2014/05/27,26.69
1702 南僑,2014/05/27,16.07
1737 臺鹽,2014/05/27,33.75
910322 康師傅-DR,2014/05/27,0
911616 杜康-DR,2014/05/27,0
1201 味全,2014/05/26,27.15
1203 味王,2014/05/26,20.63
1210 大成,2014/05/26,8.23
1213 大飲,2014/05/26,93.18
1215 卜蜂,2014/05/26,9.96
1216 統一,2014/05/26,20.5
1217 愛之味,2014/05/26,0
1218 泰山,2014/05/26,0
1219 福壽,2014/05/26,46.06
1220 台榮,2014/05/26,31.41
1225 福懋油,2014/05/26,37.36
1227 佳格,2014/05/26,32.55
1229 聯華,2014/05/26,9.95
1231 聯華食,2014/05/26,20.31
1232 大統益,2014/05/26,16.23
1233 天仁,2014/05/26,17.9
1234 黑松,2014/05/26,46.99
1235 興泰,2014/05/26,107.26
1236 宏亞,2014/05/26,28.88
1256 鮮活果汁-KY,2014/05/26,26.92
1702 南僑,2014/05/26,16.02
1737 臺鹽,2014/05/26,33.31
910322 康師傅-DR,2014/05/26,0
911616 杜康-DR,2014/05/26,0
1201 味全,2014/05/23,26.52
1203 味王,2014/05/23,20.58
1210 大成,2014/05/23,8.28
1213 大飲,2014/05/23,94.32
1215 卜蜂,2014/05/23,10.16
1216 統一,2014/05/23,20.19
1217 愛之味,2014/05/23,0
1218 泰山,2014/05/23,0
1219 福壽,2014/05/23,46.06
1220 台榮,2014/05/23,31.41
1225 福懋油,2014/05/23,37.22
1227 佳格,2014/05/23,32.16
